xi,m,alpha,vMu,vAlpha,vM
4.39904397354e-05,0.00199696312893,2.36150649935,18.6227044835,2.41522443667,0.00199681384155
4.39629657194e-05,0.000448784200417,2.21039587259,2.84132676409,2.25908510387,0.000448373377879
2.85990536213e-05,0.000668441679119,2.07343460992,21.5623359517,2.11770268157,0.000668617808423
3.75437084585e-05,0.00127161611075,1.94856481254,13.1090290766,1.98881108314,0.00127187288971
2.10643047467e-05,0.00228333096089,1.83474277705,2.99228622019,1.87144525349,0.00228222894221
2.36555933952e-05,0.000614699374737,1.73060946167,0.0,1.76427301764,0.000614306128923
2.08379933611e-05,0.00036406067299,1.63507312164,0.140672248323,1.66594890505,0.000364094684685
1.89676648006e-05,8.88850788241e-05,1.54722931609,0.0112497080117,1.57567234337,8.88164852549e-05
1.71014107764e-05,0.000136278601114,1.46626948565,18.7427480678,1.49243307859,0.000136235046104
1.5249941498e-05,2.54750218098e-05,1.39149810746,9.62925842032e-05,1.415797811,2.54662879599e-05
1.3779499568e-05,7.63882161937e-05,1.3222881183,0.0,1.34474641085,7.63743924932e-05
1.24073121697e-05,7.638767938e-05,1.25811488926,0.00323895527981,1.27895324677,7.63669462448e-05
1.12629495561e-05,0.00173106933993,1.19850105047,2.32830643654e-10,1.21786760539,0.00173082404424
1.04525825009e-05,0.00126272091417,1.14301148057,17.479209059,1.16105113924,0.00126278447538
9.0014655143e-06,0.000293099154537,1.09134863317,0.530671551358,1.10820196569,0.000293231141132
1.01975165308e-05,0.971634159569,1.04303817451,2.34191258601,1.05875817686,0.971639226405
6.50936271995e-06,0.000983392387474,0.997799038887,1.91434010968,1.0125984475,0.000982925540326
7.50040635467e-06,0.000646982192379,0.955554537475,0.12141032517,0.969282470644,0.000646760917728
6.5112253651e-06,1.09924196805e-05,0.915881574154,0.130413318402,0.928813897073,1.09031284486e-05
6.14195596427e-06,0.000127583244476,0.878642953932,0.0108805161435,0.890737339854,0.000127567420158
5.57582825422e-06,5.61174533199e-05,0.843621872365,0.00386537937447,0.855070523918,5.60925206828e-05
5.13659324497e-06,1.67464563074e-11,0.810520552099,0.00110200466588,0.821415364742,7.59980671576e-09
4.812492989e-06,1.85731414247e-16,0.779587872326,6.98491930962e-10,0.789728231728,2.28489808289e-15
4.43332828581e-06,1.92559165304e-09,0.750255934894,0.0,0.759835921228,1.92533029828e-09
4.09781932831e-06,5.62748126231e-08,0.722555667162,0.0,0.731609150767,5.62674357996e-08
3.79781704396e-06,2.69067410195e-16,0.696358524263,8.71391966939e-06,0.704914152622,7.63816577915e-12
3.56056261808e-06,3.14425951778e-07,0.671579651535,0.0,0.679675802588,3.14383274156e-07
3.31772025675e-06,1.43466758021e-16,0.64806316793,1.35763548315e-05,0.655693367124,4.26776282163e-11
3.05892899632e-06,2.382706685e-11,0.625776529312,0.0,0.633070379496,2.38238275768e-11
2.86602880806e-06,4.36169043654e-07,0.604619160295,3.49245965481e-10,0.611545592546,4.36109843596e-07
2.70956661552e-06,2.06005098874e-16,0.584501437843,1.4774617739e-05,0.591088883579,5.92032977211e-11
2.50607263297e-06,1.20376348107e-07,0.565398953855,0.0,0.571661368012,1.20360008639e-07
2.42865644395e-06,1.54510419736e-16,0.547158837318,1.02230114862e-05,0.553146265447,1.63394538168e-11
2.19361390918e-06,1.19901036033e-16,0.529872328043,0.0,0.535577192903,2.54654265885e-16
2.05601099879e-06,8.44473801066e-17,0.51329562813,0.0,0.518771521747,1.27920924014e-16
1.93458981812e-06,5.67697600682e-17,0.497589401901,0.0,0.502790376544,3.28781628456e-16
1.84262171388e-06,0.0,0.482542425394,0.0,0.487478047609,3.50272926771e-16
1.72236468643e-06,0.0,0.468121647835,0.0,0.472905047238,2.16071237812e-16
1.63773074746e-06,0.0,0.454424984753,0.0,0.458934910595,1.11013211375e-16
1.52632128447e-06,0.0,0.441263057292,0.0,0.44559109956,7.95750339603e-17
1.44809018821e-06,0.0,0.428683370352,0.0,0.432812340558,9.17406821344e-17
1.35414302349e-06,0.0,0.416737951338,0.0,0.420606151223,1.05218804469e-16
1.31048727781e-06,0.0,0.405115455389,0.0,0.408879965544,1.23214157711e-16
1.27172097564e-06,0.0,0.394000180066,0.0,0.397644899786,1.56913919525e-16
1.14424619824e-06,0.0,0.383361585438,0.0,0.386873029172,1.0950904362e-16
1.15390866995e-06,0.0,0.373166874051,0.0,0.376531384885,1.12868049877e-16
1.05344224721e-06,7.27474083077e-12,0.363361880183,0.0,0.366586580873,7.27376063049e-12
1.04494392872e-06,5.35523754364e-08,0.353938087821,4.65661287308e-10,0.35703009367,5.35451068421e-08
9.51695255935e-07,1.3116486143e-16,0.344875976443,6.12763687968e-06,0.34785746038,7.26956818078e-12
9.17352735996e-07,1.66707310203e-16,0.336157172918,0.0,0.339037403464,1.41867392074e-16
8.54721292853e-07,1.0871172393e-16,0.32776466012,0.0,0.330535948277,1.25107991766e-16
8.05826857686e-07,1.88052319109e-16,0.319664403796,0.0,0.32234865427,1.84663934689e-16
7.98609107733e-07,2.73633513502e-11,0.311881616712,0.0,0.314462378621,2.73596290214e-11
7.20494426787e-07,1.91628988795e-16,0.304385229945,9.31322574615e-10,0.306859627366,3.73167651217e-15
7.09900632501e-07,1.88063429249e-16,0.297144964337,0.0,0.299534365535,1.14252406548e-16
6.65546394885e-07,1.87004462355e-16,0.290141582489,0.0,0.292473211884,1.61794001054e-16
6.37141056359e-07,0.0,0.283418759704,0.0,0.285646170378,8.30380967789e-17
6.4424239099e-07,0.0,0.27693593502,0.0,0.279089272022,1.17046290742e-16
6.14207237959e-07,0.0,0.270622983575,0.0,0.272703006864,1.01702527982e-16
5.56348823011e-07,0.0,0.2645573318,0.0,0.266569331288,9.54936827489e-17
5.44707290828e-07,0.0,0.258670836687,0.0,0.260600715876,9.69694275519e-17
5.10364770889e-07,0.0,0.253005057573,0.0,0.2548763901,8.38255970695e-17
4.89526428282e-07,0.0,0.247490867972,0.0,0.249292120337,1.14234068908e-16
4.613539204e-07,0.0,0.242182269692,0.0,0.243976265192,1.14942995286e-16
4.64497134089e-07,0.0,0.237044304609,0.0,0.238766789436,1.82290593894e-16
4.2119063437e-07,,0.232049033046,0.0,0.233701825142,
